sale_id,sale_date,customer_id,product,category,quantity,price,store_id,payment_method
10347,2026-03-18,C5791,Monitor,Electronics,3,249.99,S004,Mobile Payment
10348,2026-06-24,C7322,USB-C Cable,Accessories,2,14.99,S003,Debit Card
10349,2026-02-08,C2644,Headphones,Electronics,5,99.99,S004,Debit Card
10350,2026-03-22,C9660,Laptop Stand,Accessories,3,39.99,S002,Mobile Payment
10351,2026-01-05,C2555,Laptop,Computers,1,899.99,S001,Credit Card
10352,2026-01-27,C8016,USB-C Cable,Accessories,2,14.99,S004,Credit Card
10353,2026-06-13,C3940,Laptop Stand,Accessories,4,39.99,S004,Debit Card
10354,2026-04-11,C9341,Webcam,Electronics,4,79.99,S001,Credit Card
10355,2026-05-30,C5483,Wireless Mouse,Accessories,3,24.99,S004,Debit Card
10356,2026-04-30,C4422,Headphones,Electronics,5,99.99,S005,Credit Card
10357,2026-07-15,C9485,Keyboard,Accessories,3,49.99,S002,Credit Card
10358,2026-04-17,C5253,Webcam,Electronics,4,79.99,S002,Credit Card
10359,2026-04-23,C2418,Laptop Stand,Accessories,5,39.99,S005,Credit Card
10360,2026-04-23,C1444,Wireless Mouse,Accessories,2,24.99,S003,Cash
10361,2026-01-19,C6545,USB Hub,Accessories,2,34.99,S004,Debit Card
10362,2026-06-06,C6988,Laptop Stand,Accessories,5,39.99,S002,Credit Card
10363,2026-05-03,C3320,Wireless Mouse,Accessories,4,24.99,S005,Cash
10364,2026-07-14,C2874,Headphones,Electronics,1,99.99,S004,Cash
10365,2026-05-23,C5934,External SSD,Storage,5,129.99,S003,Debit Card
10366,2026-07-04,C8028,Wireless Mouse,Accessories,1,24.99,S005,Mobile Payment
10367,2026-05-17,C2239,Headphones,Electronics,1,99.99,S005,Credit Card
10368,2026-06-13,C5241,Keyboard,Accessories,3,49.99,S005,Debit Card
10369,2026-06-13,C3200,Webcam,Electronics,5,79.99,S001,Debit Card
10370,2026-07-04,C2300,Wireless Mouse,Accessories,4,24.99,S001,Mobile Payment
10371,2026-04-30,C9676,Webcam,Electronics,2,79.99,S002,Credit Card
10372,2026-04-26,C2643,External SSD,Storage,4,129.99,S004,Credit Card
10373,2026-06-09,C4413,Monitor,Electronics,5,249.99,S004,Mobile Payment
10374,2026-03-07,C7261,Keyboard,Accessories,1,49.99,S003,Cash
10375,2026-01-04,C4612,External SSD,Storage,3,129.99,S004,Cash
10376,2026-03-31,C7721,Keyboard,Accessories,5,49.99,S005,Credit Card
10377,2026-05-19,C5334,External SSD,Storage,5,129.99,S005,Cash
10378,2026-06-07,C7432,Webcam,Electronics,2,79.99,S003,Cash
10379,2026-05-25,C2396,External SSD,Storage,2,129.99,S004,Cash
10380,2026-01-17,C1979,Webcam,Electronics,2,79.99,S002,Credit Card
10381,2026-02-16,C1971,Webcam,Electronics,5,79.99,S003,Credit Card
10382,2026-02-26,C6599,Wireless Mouse,Accessories,5,24.99,S002,Debit Card
10383,2026-07-29,C6756,External SSD,Storage,3,129.99,S004,Cash
10384,2026-06-30,C1845,Keyboard,Accessories,1,49.99,S002,Mobile Payment
10385,2026-06-05,C5895,Webcam,Electronics,4,79.99,S005,Cash
10386,2026-03-21,C6128,Headphones,Electronics,2,99.99,S001,Credit Card
10387,2026-07-02,C4110,Laptop,Computers,5,899.99,S003,Debit Card
10388,2026-03-08,C5763,USB Hub,Accessories,1,34.99,S001,Debit Card
10389,2026-03-11,C9579,Keyboard,Accessories,1,49.99,S001,Cash
10390,2026-02-27,C5143,External SSD,Storage,2,129.99,S001,Cash
10391,2026-03-16,C2321,Wireless Mouse,Accessories,2,24.99,S002,Mobile Payment
10392,2026-02-27,C2740,Laptop Stand,Accessories,3,39.99,S004,Mobile Payment
10393,2026-05-20,C2936,Wireless Mouse,Accessories,3,24.99,S001,Credit Card
10394,2026-07-02,C9221,Headphones,Electronics,2,99.99,S003,Credit Card
10395,2026-02-24,C5732,External SSD,Storage,2,129.99,S002,Cash
10396,2026-03-10,C8508,External SSD,Storage,2,129.99,S003,Cash
10397,2026-05-21,C9512,Laptop,Computers,4,899.99,S001,Debit Card
10398,2026-03-07,C3905,Wireless Mouse,Accessories,3,24.99,S001,Cash
10399,2026-02-26,C4550,Wireless Mouse,Accessories,3,24.99,S005,Mobile Payment
10400,2026-06-19,C5798,USB-C Cable,Accessories,5,14.99,S005,Credit Card
10401,2026-05-31,C3930,Laptop,Computers,4,899.99,S005,Credit Card
10402,2026-05-11,C7231,USB Hub,Accessories,3,34.99,S005,Credit Card
10403,2026-04-19,C6596,External SSD,Storage,4,129.99,S003,Debit Card
10404,2026-05-18,C7377,USB-C Cable,Accessories,1,14.99,S001,Cash
10405,2026-03-15,C3085,External SSD,Storage,4,129.99,S005,Cash
10406,2026-05-18,C9819,Wireless Mouse,Accessories,4,24.99,S001,Cash
10407,2026-05-08,C5889,Monitor,Electronics,2,249.99,S002,Credit Card
10408,2026-05-15,C2669,Laptop,Computers,3,899.99,S005,Cash
10409,2026-07-16,C1122,External SSD,Storage,5,129.99,S004,Mobile Payment
10410,2026-06-04,C6932,Laptop Stand,Accessories,2,39.99,S002,Credit Card
10411,2026-01-22,C8659,External SSD,Storage,3,129.99,S003,Credit Card
10412,2026-07-27,C3704,USB Hub,Accessories,5,34.99,S002,Cash
10413,2026-04-30,C8884,External SSD,Storage,5,129.99,S002,Credit Card
10414,2026-05-06,C6435,USB-C Cable,Accessories,2,14.99,S002,Cash
10415,2026-07-29,C2562,Laptop Stand,Accessories,1,39.99,S005,Mobile Payment
10416,2026-01-20,C7471,Laptop,Computers,4,899.99,S002,Debit Card
10417,2026-03-11,C8311,Laptop Stand,Accessories,3,39.99,S004,Cash
10418,2026-02-11,C4026,External SSD,Storage,3,129.99,S001,Credit Card
10419,2026-02-07,C9466,Laptop Stand,Accessories,5,39.99,S001,Mobile Payment
10420,2026-02-06,C2554,Laptop Stand,Accessories,1,39.99,S003,Debit Card
10421,2026-04-07,C7961,External SSD,Storage,5,129.99,S004,Debit Card
10422,2026-04-22,C8670,Keyboard,Accessories,1,49.99,S005,Mobile Payment
10423,2026-03-16,C8241,Laptop,Computers,5,899.99,S002,Credit Card
10424,2026-01-21,C2555,Monitor,Electronics,4,249.99,S004,Debit Card
10425,2026-01-12,C6583,Laptop,Computers,2,899.99,S005,Cash
10426,2026-02-15,C8977,Laptop Stand,Accessories,2,39.99,S001,Cash
10427,2026-05-23,C6430,Keyboard,Accessories,2,49.99,S005,Mobile Payment
10428,2026-06-16,C2933,External SSD,Storage,5,129.99,S004,Debit Card
10429,2026-01-30,C5411,Keyboard,Accessories,5,49.99,S004,Debit Card
10430,2026-05-19,C5862,Laptop Stand,Accessories,2,39.99,S001,Mobile Payment
10431,2026-07-07,C1442,Laptop Stand,Accessories,1,39.99,S002,Credit Card
10432,2026-01-06,C5126,Laptop Stand,Accessories,5,39.99,S003,Credit Card
10433,2026-06-06,C8423,USB-C Cable,Accessories,3,14.99,S004,Debit Card
10434,2026-01-23,C3833,USB-C Cable,Accessories,3,14.99,S002,Credit Card
10435,2026-02-09,C7530,Wireless Mouse,Accessories,1,24.99,S001,Cash
10436,2026-03-17,C6052,Laptop,Computers,1,899.99,S003,Credit Card
10437,2026-02-04,C5580,Keyboard,Accessories,5,49.99,S004,Debit Card
10438,2026-04-22,C3015,Monitor,Electronics,2,249.99,S001,Credit Card
10439,2026-01-16,C4171,Headphones,Electronics,3,99.99,S001,Credit Card
10440,2026-01-20,C9102,Laptop Stand,Accessories,3,39.99,S003,Debit Card
10441,2026-03-30,C6285,Keyboard,Accessories,3,49.99,S001,Debit Card
10442,2026-07-19,C2689,Keyboard,Accessories,3,49.99,S003,Cash
10443,2026-01-27,C7601,Laptop,Computers,2,899.99,S003,Cash
10444,2026-02-02,C1830,Laptop Stand,Accessories,5,39.99,S004,Credit Card
10445,2026-03-31,C9029,External SSD,Storage,4,129.99,S002,Debit Card
10446,2026-03-21,C9364,Wireless Mouse,Accessories,1,24.99,S003,Debit Card
10447,2026-07-29,C9974,USB-C Cable,Accessories,4,14.99,S005,Mobile Payment
10448,2026-04-10,C9287,Laptop,Computers,1,899.99,S003,Debit Card
10449,2026-06-13,C2514,External SSD,Storage,1,129.99,S004,Credit Card
10450,2026-05-28,C9617,Wireless Mouse,Accessories,5,24.99,S002,Cash
10451,2026-06-25,C7497,USB-C Cable,Accessories,3,14.99,S004,Mobile Payment
10452,2026-05-19,C2273,USB Hub,Accessories,1,34.99,S005,Cash
10453,2026-03-09,C4340,Laptop Stand,Accessories,2,39.99,S001,Debit Card
10454,2026-01-21,C1202,External SSD,Storage,4,129.99,S004,Debit Card
10455,2026-04-09,C7346,External SSD,Storage,1,129.99,S001,Cash
10456,2026-01-17,C8508,USB-C Cable,Accessories,3,14.99,S004,Debit Card
10457,2026-02-13,C1269,Laptop Stand,Accessories,5,39.99,S001,Credit Card
10458,2026-06-24,C2366,Laptop Stand,Accessories,4,39.99,S004,Mobile Payment
10459,2026-02-24,C6098,Laptop,Computers,3,899.99,S005,Debit Card
10460,2026-07-17,C5366,Keyboard,Accessories,1,49.99,S003,Cash
10461,2026-02-09,C4094,Monitor,Electronics,4,249.99,S003,Credit Card
10462,2026-01-06,C6812,Laptop,Computers,4,899.99,S004,Mobile Payment
10463,2026-04-12,C6657,USB Hub,Accessories,2,34.99,S003,Debit Card
10464,2026-03-25,C4984,Webcam,Electronics,4,79.99,S001,Mobile Payment
10465,2026-03-04,C5992,Wireless Mouse,Accessories,2,24.99,S002,Credit Card
10466,2026-05-10,C3521,Laptop,Computers,5,899.99,S003,Mobile Payment
10467,2026-04-07,C3282,Webcam,Electronics,1,79.99,S002,Cash
10468,2026-03-14,C6664,Laptop,Computers,2,899.99,S002,Debit Card
10469,2026-01-31,C3400,Laptop,Computers,2,899.99,S001,Cash
10470,2026-02-03,C4292,Laptop Stand,Accessories,5,39.99,S002,Debit Card
10471,2026-03-29,C3440,Wireless Mouse,Accessories,4,24.99,S002,Cash
10472,2026-06-06,C1667,Laptop Stand,Accessories,4,39.99,S001,Credit Card
10473,2026-04-01,C6346,USB Hub,Accessories,2,34.99,S001,Mobile Payment
10474,2026-05-11,C6002,External SSD,Storage,1,129.99,S002,Credit Card
10475,2026-02-24,C1587,USB-C Cable,Accessories,5,14.99,S001,Debit Card
10476,2026-05-11,C5314,Monitor,Electronics,1,249.99,S004,Mobile Payment
10477,2026-06-24,C8998,Webcam,Electronics,2,79.99,S001,Debit Card
10478,2026-05-27,C6171,Headphones,Electronics,4,99.99,S002,Credit Card
10479,2026-05-26,C4032,USB-C Cable,Accessories,1,14.99,S002,Credit Card
10480,2026-07-22,C8845,Webcam,Electronics,2,79.99,S005,Credit Card
10481,2026-05-28,C9744,USB-C Cable,Accessories,1,14.99,S003,Credit Card
10482,2026-03-02,C2419,Webcam,Electronics,3,79.99,S001,Debit Card
10483,2026-05-17,C1825,Keyboard,Accessories,4,49.99,S003,Credit Card
10484,2026-03-30,C4493,Monitor,Electronics,4,249.99,S003,Credit Card
10485,2026-03-21,C3543,External SSD,Storage,2,129.99,S003,Debit Card
10486,2026-07-13,C6814,Headphones,Electronics,4,99.99,S002,Cash
10487,2026-02-04,C5038,Laptop,Computers,3,899.99,S001,Cash
10488,2026-05-02,C2231,USB Hub,Accessories,1,34.99,S001,Credit Card
10489,2026-01-20,C9513,Keyboard,Accessories,3,49.99,S005,Mobile Payment
10490,2026-01-13,C3782,USB Hub,Accessories,1,34.99,S005,Credit Card
10491,2026-05-31,C1276,Headphones,Electronics,1,99.99,S004,Mobile Payment
10492,2026-03-23,C7129,External SSD,Storage,3,129.99,S003,Cash
10493,2026-06-02,C2811,Wireless Mouse,Accessories,3,24.99,S002,Debit Card
10494,2026-01-19,C7671,Wireless Mouse,Accessories,3,24.99,S002,Mobile Payment
10495,2026-07-28,C1998,USB Hub,Accessories,3,34.99,S001,Mobile Payment
10496,2026-07-28,C3513,Laptop Stand,Accessories,1,39.99,S002,Mobile Payment
10497,2026-05-25,C6672,Keyboard,Accessories,2,49.99,S003,Debit Card
10498,2026-05-05,C7743,Monitor,Electronics,5,249.99,S003,Credit Card
10499,2026-01-31,C3125,USB-C Cable,Accessories,4,14.99,S002,Debit Card
10500,2026-05-23,C9369,Laptop,Computers,1,899.99,S003,Debit Card
10501,2026-01-25,C8667,USB Hub,Accessories,4,34.99,S005,Debit Card
10502,2026-06-28,C6604,External SSD,Storage,2,129.99,S004,Mobile Payment
10503,2026-06-27,C7175,Headphones,Electronics,3,99.99,S001,Cash
10504,2026-04-15,C4808,Keyboard,Accessories,1,49.99,S001,Cash
10505,2026-03-13,C3502,Wireless Mouse,Accessories,5,24.99,S005,Credit Card
10506,2026-07-11,C9840,Keyboard,Accessories,1,49.99,S005,Mobile Payment
10507,2026-03-02,C2004,Webcam,Electronics,3,79.99,S001,Debit Card
10508,2026-07-31,C1476,Headphones,Electronics,1,99.99,S003,Mobile Payment
10509,2026-03-10,C3764,Wireless Mouse,Accessories,3,24.99,S003,Debit Card
10510,2026-04-01,C3665,Webcam,Electronics,1,79.99,S001,Cash
10511,2026-02-08,C4862,Monitor,Electronics,5,249.99,S003,Credit Card
10512,2026-04-20,C6172,USB Hub,Accessories,1,34.99,S003,Mobile Payment
10513,2026-04-22,C4413,Webcam,Electronics,2,79.99,S002,Cash
10514,2026-06-12,C7562,Webcam,Electronics,4,79.99,S004,Mobile Payment
10515,2026-02-06,C3837,Monitor,Electronics,5,249.99,S001,Credit Card
10516,2026-02-13,C5421,Keyboard,Accessories,3,49.99,S003,Cash
10517,2026-02-14,C5323,Wireless Mouse,Accessories,5,24.99,S003,Cash
10518,2026-03-21,C6044,Wireless Mouse,Accessories,1,24.99,S005,Mobile Payment
10519,2026-06-06,C2282,Keyboard,Accessories,3,49.99,S002,Credit Card
10520,2026-03-10,C1455,Laptop,Computers,5,899.99,S003,Debit Card
10521,2026-03-17,C2344,Laptop Stand,Accessories,4,39.99,S003,Debit Card
10522,2026-01-07,C9223,Wireless Mouse,Accessories,3,24.99,S001,Debit Card
10523,2026-01-21,C5361,Laptop Stand,Accessories,5,39.99,S001,Mobile Payment
10524,2026-05-21,C5139,Monitor,Electronics,4,249.99,S005,Debit Card
10525,2026-05-20,C5509,Headphones,Electronics,5,99.99,S001,Mobile Payment
10526,2026-03-01,C4771,USB Hub,Accessories,4,34.99,S004,Credit Card
10527,2026-01-24,C4888,Wireless Mouse,Accessories,3,24.99,S002,Mobile Payment
10528,2026-01-24,C9166,Laptop Stand,Accessories,4,39.99,S001,Credit Card
10529,2026-06-11,C4805,Laptop Stand,Accessories,2,39.99,S003,Debit Card
10530,2026-05-13,C5348,Headphones,Electronics,1,99.99,S002,Mobile Payment
10531,2026-07-20,C2352,Laptop Stand,Accessories,4,39.99,S003,Debit Card
10532,2026-05-30,C2301,Monitor,Electronics,2,249.99,S004,Debit Card
10533,2026-07-16,C9272,USB-C Cable,Accessories,4,14.99,S005,Credit Card
10534,2026-05-20,C9017,Headphones,Electronics,2,99.99,S003,Mobile Payment
10535,2026-07-16,C9877,Laptop,Computers,3,899.99,S004,Credit Card
10536,2026-04-02,C5533,Headphones,Electronics,2,99.99,S002,Mobile Payment
10537,2026-05-30,C4536,External SSD,Storage,3,129.99,S003,Cash
10538,2026-07-31,C9434,Webcam,Electronics,3,79.99,S001,Credit Card
10539,2026-01-05,C4898,Webcam,Electronics,1,79.99,S005,Cash
10540,2026-07-29,C1548,Laptop Stand,Accessories,2,39.99,S001,Cash
10541,2026-07-14,C5234,Keyboard,Accessories,2,49.99,S005,Cash
10542,2026-04-02,C2901,Laptop,Computers,3,899.99,S003,Credit Card
10543,2026-07-18,C5535,Monitor,Electronics,3,249.99,S002,Credit Card
10544,2026-07-06,C2202,Webcam,Electronics,5,79.99,S002,Credit Card
10545,2026-06-07,C1797,USB-C Cable,Accessories,3,14.99,S004,Debit Card
10546,2026-06-16,C7318,Webcam,Electronics,3,79.99,S002,Credit Card
10547,2026-05-14,C4403,Keyboard,Accessories,1,49.99,S004,Credit Card
10548,2026-01-04,C8517,Wireless Mouse,Accessories,2,24.99,S001,Mobile Payment
10549,2026-05-05,C2939,Laptop,Computers,2,899.99,S005,Cash
10550,2026-04-17,C4601,Headphones,Electronics,3,99.99,S005,Mobile Payment
10551,2026-04-24,C7468,External SSD,Storage,4,129.99,S001,Mobile Payment
10552,2026-03-01,C2345,Webcam,Electronics,5,79.99,S003,Debit Card
10553,2026-02-24,C2348,USB-C Cable,Accessories,5,14.99,S004,Mobile Payment
10554,2026-04-20,C9601,USB-C Cable,Accessories,3,14.99,S004,Debit Card
10555,2026-07-17,C3481,External SSD,Storage,2,129.99,S001,Mobile Payment
10556,2026-04-18,C7116,External SSD,Storage,5,129.99,S001,Debit Card
10557,2026-05-21,C4323,Keyboard,Accessories,1,49.99,S001,Mobile Payment
10558,2026-03-31,C2856,USB-C Cable,Accessories,2,14.99,S005,Debit Card
10559,2026-04-13,C6956,External SSD,Storage,3,129.99,S002,Mobile Payment
10560,2026-07-30,C6322,Webcam,Electronics,5,79.99,S003,Debit Card
10561,2026-05-30,C8418,Laptop Stand,Accessories,4,39.99,S003,Debit Card
10562,2026-05-24,C2579,Wireless Mouse,Accessories,5,24.99,S003,Mobile Payment
10563,2026-01-11,C4085,External SSD,Storage,3,129.99,S001,Debit Card
10564,2026-03-16,C6021,Headphones,Electronics,5,99.99,S003,Credit Card
10565,2026-02-20,C4107,Headphones,Electronics,5,99.99,S003,Mobile Payment
10566,2026-07-12,C7994,External SSD,Storage,5,129.99,S002,Debit Card
10567,2026-04-04,C7444,Webcam,Electronics,3,79.99,S005,Mobile Payment
10568,2026-04-16,C9731,Wireless Mouse,Accessories,1,24.99,S004,Mobile Payment
10569,2026-04-13,C5203,External SSD,Storage,4,129.99,S005,Mobile Payment
10570,2026-04-23,C9384,USB-C Cable,Accessories,2,14.99,S004,Mobile Payment
10571,2026-01-25,C3901,Keyboard,Accessories,2,49.99,S002,Debit Card
10572,2026-02-27,C1515,Wireless Mouse,Accessories,3,24.99,S004,Debit Card
10573,2026-04-16,C5905,Wireless Mouse,Accessories,4,24.99,S001,Credit Card
10574,2026-05-19,C5925,Headphones,Electronics,1,99.99,S001,Cash
10575,2026-07-12,C9583,Wireless Mouse,Accessories,2,24.99,S002,Cash
10576,2026-02-10,C1346,Headphones,Electronics,3,99.99,S004,Cash
10577,2026-02-02,C1983,USB-C Cable,Accessories,2,14.99,S005,Credit Card
10578,2026-04-08,C1562,USB Hub,Accessories,3,34.99,S003,Credit Card
10579,2026-07-22,C7678,Laptop Stand,Accessories,3,39.99,S004,Credit Card
10580,2026-06-02,C2095,Laptop,Computers,3,899.99,S004,Mobile Payment
10581,2026-05-07,C1170,Webcam,Electronics,2,79.99,S005,Credit Card
10582,2026-05-26,C9412,Keyboard,Accessories,5,49.99,S005,Debit Card
10583,2026-01-07,C7450,Headphones,Electronics,2,99.99,S001,Cash
10584,2026-05-17,C6538,Keyboard,Accessories,1,49.99,S005,Cash
10585,2026-07-19,C6329,External SSD,Storage,2,129.99,S004,Debit Card
10586,2026-03-03,C1725,Monitor,Electronics,5,249.99,S001,Mobile Payment
10587,2026-03-17,C3385,Webcam,Electronics,2,79.99,S002,Debit Card
10588,2026-04-13,C8512,Headphones,Electronics,3,99.99,S004,Credit Card
10589,2026-05-26,C9809,USB-C Cable,Accessories,4,14.99,S003,Cash
10590,2026-06-09,C8605,Laptop Stand,Accessories,1,39.99,S005,Credit Card
10591,2026-03-21,C9864,Monitor,Electronics,4,249.99,S004,Mobile Payment
10592,2026-06-16,C7342,Wireless Mouse,Accessories,3,24.99,S002,Cash
10593,2026-01-14,C5479,External SSD,Storage,5,129.99,S003,Credit Card
10594,2026-01-23,C5793,External SSD,Storage,3,129.99,S002,Credit Card
10595,2026-07-22,C7798,Laptop,Computers,4,899.99,S004,Cash
10596,2026-03-30,C6055,External SSD,Storage,1,129.99,S003,Debit Card
10597,2026-01-02,C5111,Keyboard,Accessories,5,49.99,S002,Mobile Payment
10598,2026-07-17,C6370,USB Hub,Accessories,5,34.99,S002,Mobile Payment
10599,2026-04-12,C3642,Monitor,Electronics,5,249.99,S001,Cash
10600,2026-04-03,C2197,USB-C Cable,Accessories,4,14.99,S003,Credit Card
10601,2026-05-07,C5052,Webcam,Electronics,5,79.99,S003,Credit Card
10602,2026-07-21,C7737,Wireless Mouse,Accessories,1,24.99,S004,Mobile Payment
10603,2026-06-03,C6787,Headphones,Electronics,2,99.99,S001,Credit Card
10604,2026-03-24,C5931,Wireless Mouse,Accessories,2,24.99,S005,Debit Card
10605,2026-04-02,C6879,USB Hub,Accessories,4,34.99,S002,Cash
10606,2026-04-30,C6258,Headphones,Electronics,5,99.99,S001,Credit Card
10607,2026-05-01,C8060,Headphones,Electronics,5,99.99,S002,Mobile Payment
10608,2026-05-14,C8055,Headphones,Electronics,2,99.99,S005,Mobile Payment
10609,2026-01-15,C6055,Headphones,Electronics,1,99.99,S002,Mobile Payment
10610,2026-06-09,C8483,Laptop Stand,Accessories,5,39.99,S005,Debit Card
10611,2026-04-18,C3662,USB-C Cable,Accessories,3,14.99,S001,Debit Card
10612,2026-07-04,C7423,USB-C Cable,Accessories,1,14.99,S003,Credit Card
10613,2026-07-31,C2237,Wireless Mouse,Accessories,1,24.99,S003,Cash
10614,2026-04-27,C6302,Monitor,Electronics,2,249.99,S001,Mobile Payment
10615,2026-01-15,C4207,Webcam,Electronics,4,79.99,S002,Debit Card
10616,2026-07-01,C6557,Wireless Mouse,Accessories,2,24.99,S003,Cash
10617,2026-04-16,C4127,Webcam,Electronics,5,79.99,S002,Mobile Payment
10618,2026-05-29,C3940,Headphones,Electronics,5,99.99,S001,Mobile Payment
10619,2026-03-31,C5131,Wireless Mouse,Accessories,3,24.99,S004,Mobile Payment
10620,2026-05-12,C9694,USB-C Cable,Accessories,4,14.99,S003,Cash
10621,2026-06-14,C3494,Laptop Stand,Accessories,1,39.99,S002,Debit Card
10622,2026-06-13,C4132,Webcam,Electronics,2,79.99,S002,Credit Card
10623,2026-07-22,C5395,USB Hub,Accessories,3,34.99,S004,Cash
10624,2026-06-11,C7950,Laptop Stand,Accessories,4,39.99,S002,Debit Card
10625,2026-07-24,C4894,USB-C Cable,Accessories,3,14.99,S004,Credit Card
10626,2026-07-18,C9776,USB-C Cable,Accessories,3,14.99,S001,Cash
10627,2026-04-28,C7897,Webcam,Electronics,5,79.99,S004,Mobile Payment
10628,2026-07-19,C9058,Monitor,Electronics,5,249.99,S002,Debit Card
10629,2026-03-12,C7091,USB-C Cable,Accessories,5,14.99,S004,Mobile Payment
10630,2026-01-18,C3320,Headphones,Electronics,3,99.99,S004,Debit Card
10631,2026-05-28,C1678,Laptop,Computers,2,899.99,S002,Mobile Payment
10632,2026-02-21,C8956,Headphones,Electronics,2,99.99,S002,Mobile Payment
10633,2026-02-19,C6095,USB Hub,Accessories,5,34.99,S005,Cash
10634,2026-02-12,C4109,Webcam,Electronics,1,79.99,S003,Cash
10635,2026-02-27,C5173,Keyboard,Accessories,4,49.99,S002,Cash
10636,2026-07-18,C8659,USB Hub,Accessories,2,34.99,S005,Cash
10637,2026-04-02,C6905,Laptop Stand,Accessories,3,39.99,S004,Debit Card
10638,2026-04-17,C6649,External SSD,Storage,5,129.99,S004,Debit Card
10639,2026-04-04,C6975,USB Hub,Accessories,4,34.99,S004,Credit Card
10640,2026-02-06,C7681,USB-C Cable,Accessories,2,14.99,S004,Cash
10641,2026-02-04,C8806,Laptop Stand,Accessories,4,39.99,S005,Mobile Payment
10642,2026-06-26,C2149,Keyboard,Accessories,2,49.99,S002,Mobile Payment
10643,2026-02-11,C4217,Keyboard,Accessories,3,49.99,S003,Debit Card
10644,2026-06-03,C3040,Webcam,Electronics,1,79.99,S005,Credit Card
10645,2026-04-01,C5593,Keyboard,Accessories,1,49.99,S005,Mobile Payment
10646,2026-03-18,C6503,External SSD,Storage,3,129.99,S004,Credit Card
10647,2026-05-12,C5343,Monitor,Electronics,3,249.99,S003,Credit Card
10648,2026-03-27,C8569,Monitor,Electronics,3,249.99,S005,Credit Card
10649,2026-07-24,C9572,Webcam,Electronics,1,79.99,S004,Mobile Payment
10650,2026-02-19,C3843,Keyboard,Accessories,5,49.99,S003,Debit Card
10651,2026-02-11,C3022,Webcam,Electronics,4,79.99,S002,Cash
10652,2026-06-27,C9223,Monitor,Electronics,3,249.99,S002,Mobile Payment
10653,2026-01-25,C4465,Wireless Mouse,Accessories,2,24.99,S004,Debit Card
10654,2026-04-24,C8882,USB-C Cable,Accessories,1,14.99,S003,Credit Card
10655,2026-03-07,C4695,Laptop Stand,Accessories,2,39.99,S002,Cash
10656,2026-05-25,C9016,Keyboard,Accessories,1,49.99,S004,Debit Card
10657,2026-07-09,C7191,Headphones,Electronics,1,99.99,S002,Debit Card
10658,2026-01-13,C6002,USB Hub,Accessories,5,34.99,S003,Cash
10659,2026-01-16,C5667,Wireless Mouse,Accessories,5,24.99,S005,Credit Card
10660,2026-03-02,C3295,Monitor,Electronics,3,249.99,S004,Mobile Payment
10661,2026-05-19,C4674,USB-C Cable,Accessories,1,14.99,S002,Cash
10662,2026-03-12,C6441,Wireless Mouse,Accessories,5,24.99,S005,Debit Card
10663,2026-02-01,C4224,Keyboard,Accessories,3,49.99,S002,Credit Card
10664,2026-03-14,C2142,Keyboard,Accessories,5,49.99,S004,Mobile Payment
10665,2026-06-07,C9350,USB-C Cable,Accessories,3,14.99,S005,Credit Card
10666,2026-02-28,C1538,Webcam,Electronics,1,79.99,S005,Mobile Payment
10667,2026-07-25,C7563,Monitor,Electronics,3,249.99,S001,Debit Card
10668,2026-06-13,C7998,Keyboard,Accessories,2,49.99,S004,Debit Card
10669,2026-02-19,C9972,Laptop,Computers,5,899.99,S003,Mobile Payment
10670,2026-03-31,C2039,Headphones,Electronics,1,99.99,S005,Mobile Payment
10671,2026-06-15,C4441,External SSD,Storage,5,129.99,S002,Debit Card
10672,2026-05-20,C1907,USB-C Cable,Accessories,4,14.99,S002,Cash
10673,2026-03-03,C1330,Headphones,Electronics,1,99.99,S005,Credit Card
10674,2026-03-10,C8021,Headphones,Electronics,2,99.99,S002,Mobile Payment
10675,2026-06-30,C4712,Keyboard,Accessories,1,49.99,S001,Mobile Payment
10676,2026-03-09,C1338,Monitor,Electronics,5,249.99,S001,Credit Card
10677,2026-06-24,C8126,Headphones,Electronics,3,99.99,S001,Credit Card
10678,2026-04-06,C3810,USB-C Cable,Accessories,2,14.99,S005,Debit Card
10679,2026-06-08,C7039,USB-C Cable,Accessories,3,14.99,S001,Cash
10680,2026-03-10,C1942,External SSD,Storage,3,129.99,S003,Debit Card
10681,2026-03-24,C5934,USB Hub,Accessories,2,34.99,S001,Debit Card
10682,2026-05-18,C3363,Wireless Mouse,Accessories,2,24.99,S001,Cash
10683,2026-01-23,C3740,Laptop,Computers,4,899.99,S005,Debit Card
10684,2026-03-21,C7307,Keyboard,Accessories,3,49.99,S002,Credit Card
10685,2026-07-21,C5078,External SSD,Storage,1,129.99,S001,Cash
10686,2026-04-02,C1822,Laptop Stand,Accessories,1,39.99,S005,Mobile Payment
10687,2026-04-17,C8727,USB Hub,Accessories,5,34.99,S002,Debit Card
10688,2026-01-20,C1028,Keyboard,Accessories,4,49.99,S004,Mobile Payment
10689,2026-07-26,C3570,Wireless Mouse,Accessories,1,24.99,S002,Cash
10690,2026-03-20,C1120,Webcam,Electronics,3,79.99,S001,Cash
10691,2026-02-27,C3397,Monitor,Electronics,1,249.99,S001,Debit Card
10692,2026-02-04,C7737,Keyboard,Accessories,3,49.99,S004,Credit Card
10693,2026-02-19,C6388,Laptop Stand,Accessories,4,39.99,S001,Credit Card
10694,2026-01-17,C4846,External SSD,Storage,1,129.99,S002,Debit Card
